date,competition,home_team,score,away_team,venue
2025-12-31,2025 AFCON GS,Gabon,2-3,Ivory Coast,"Marrakesh, Morocco"
2026-01-06,2025 AFCON R16,Ivory Coast,3-0,Burkina Faso,"Marrakesh, Morocco"
2026-01-10,2025 AFCON Quarter-finals,Egypt,3-2,Ivory Coast,"Agadir, Morocco"
2020-10-09,Friendly,Japan,0-0,Cameroon,"Utrecht, Netherlands"
2020-11-13,Friendly,Japan,1-0,Panama,"Graz, Austria"
2021-03-30,2022 World Cup qualification,Mongolia,0-14,Japan,"Chiba, Japan"
2021-05-28,2022 World Cup qualification,Japan,10-0,Myanmar,"Chiba, Japan"
2021-06-07,2022 World Cup qualification,Japan,4-1,Tajikistan,"Suita, Japan"
2021-06-11,Kirin Challenge Cup,Japan,1-0,Serbia,"Kobe, Japan"
2021-06-15,2022 World Cup qualification,Japan,5-1,Kyrgyzstan,"Suita, Japan"
2021-09-02,2022 World Cup qualification,Japan,0-1,Oman,"Suita, Japan"
2021-09-07,2022 World Cup qualification,China,0-1,Japan,"Doha, Qatar"
2021-10-07,2022 World Cup qualification,Saudi Arabia,1-0,Japan,"Jeddah, Saudi Arabia"
2021-11-11,2022 World Cup qualification,Vietnam,0-1,Japan,"Hanoi, Vietnam"
2021-11-16,2022 World Cup qualification,Oman,0-1,Japan,"Muscat, Oman"
2022-01-27,2022 World Cup qualification,Japan,2-0,China,"Saitama, Japan"
2022-02-01,2022 World Cup qualification,Japan,2-0,Saudi Arabia,"Saitama, Japan"
2022-03-29,2022 World Cup qualification,Japan,1-1,Vietnam,"Saitama, Japan"
2022-06-10,2022 Kirin Cup Soccer,Japan,4-1,Ghana,"Kobe, Japan"
2022-06-14,2022 Kirin Cup Soccer,Japan,0-3,Tunisia,"Osaka, Japan"
2022-07-19,EAFF E-1 Football Championship,Japan,6-0,Hong Kong,"Ibaraki, Japan"
2022-07-24,EAFF E-1 Football Championship,Japan,0-0,China,"Toyota, Japan"
2022-09-23,2022 Kirin Challenge Cup,Japan,2-0,United States,"Düsseldorf, Germany"
2022-09-27,2022 Kirin Challenge Cup,Japan,0-0,Ecuador,"Düsseldorf, Germany"
2022-11-27,2022 World Cup,Japan,0-1,Costa Rica,"Al Rayyan, Qatar"
2022-12-01,2022 World Cup,Japan,2-1,Spain,"Doha, Qatar"
2022-12-05,2022 World Cup R16,Japan,1-1,Croatia,"Al Wakrah, Qatar"
2023-03-24,2023 Kirin Challenge Cup,Japan,1-1,Uruguay,"Tokyo, Japan"
2023-03-28,2023 Kirin Challenge Cup,Japan,1-2,Colombia,"Osaka, Japan"
2023-06-15,2023 Kirin Challenge Cup,Japan,6-0,El Salvador,"Toyota, Japan"
2023-06-20,2023 Kirin Challenge Cup,Japan,4-1,Peru,"Suita, Japan"
2023-10-17,2023 Kirin Challenge Cup,Japan,2-0,Tunisia,"Kobe, Japan"
2023-11-16,2026 FIFA WCQ AFC 2R,Japan,5-0,Myanmar,"Suita, Japan"
2023-11-21,2026 FIFA WCQ AFC 2R,Syria,0-5,Japan,"Jeddah, Saudi Arabia"
2024-01-01,Friendly,Japan,5-0,Thailand,"Tokyo, Japan"
2024-01-09,Friendly,Japan,6-1,Jordan,"Doha, Qatar"
2024-01-19,2023 Asian Cup GS,Iraq,2-1,Japan,"Al Rayyan, Qatar"
2024-01-31,2023 AFC Asian Cup R16,Bahrain,1-3,Japan,"Doha, Qatar"
2024-02-03,2023 AFC Asian Cup QF,Iran,2-1,Japan,"Al Rayyan, Qatar"
2024-03-21,2026 World Cup qualification,Japan,1-0,North Korea,"Tokyo, Japan"
2024-03-26,2026 World Cup qualification,North Korea,0-3,Japan,
2024-06-06,2026 World Cup qualification,Myanmar,0-5,Japan,"Yangon, Myanmar"
2024-09-05,2026 World Cup qualification 3R,Japan,7-0,China,"Saitama, Japan"
2024-09-10,2026 World Cup qualification 3R,Bahrain,0-5,Japan,"Riffa, Bahrain"
2024-10-10,2026 World Cup qualification 3R,Saudi Arabia,0-2,Japan,"Jeddah, Saudi Arabia"
2024-11-15,2026 World Cup qualification 3R,Indonesia,0-4,Japan,"Jakarta, Indonesia"
2024-11-19,2026 World Cup qualification 3R,China,1-3,Japan,"Xiamen, China"
2025-03-20,FIFA World Cup qualification 3R,Japan,2-0,Bahrain,"Saitama, Japan"
2025-03-25,FIFA World Cup qualification 3R,Japan,0-0,Saudi Arabia,"Saitama, Japan"
2025-06-10,FIFA World Cup qualification 3R,Japan,6-0,Indonesia,"Suita, Japan"
2025-07-08,EAFF E-1 Championship,Japan,6-1,Hong Kong,"Yongin, South Korea"
2025-07-12,EAFF E-1 Championship,Japan,2-0,China,"Yongin, South Korea"
2025-11-14,Kirin Challenge Cup,Japan,2-0,Ghana,"Toyota, Japan"
2025-11-18,Kirin Challenge Cup,Japan,3-0,Bolivia,"Tokyo, Japan"
2026-03-31,Kirin World Challenge 2026,England,0-1,Japan,"London, England"
2020-09-04,2020–21 UEFA Nations League group stage,Netherlands,1-0,Poland,"Amsterdam, Netherlands"
2020-09-07,2020–21 UEFA Nations League group stage,Netherlands,0-1,Italy,"Amsterdam, Netherlands"
2020-10-14,2020–21 UEFA Nations League group stage,Italy,1-1,Netherlands,"Bergamo, Italy"
2020-11-11,Friendly,Netherlands,1-1,Spain,"Amsterdam, Netherlands"
2020-11-18,2020–21 UEFA Nations League group stage,Poland,1-2,Netherlands,"Chorzów, Poland"
2021-03-27,2022 World Cup qualification,Netherlands,2-0,Latvia,"Amsterdam, Netherlands"
2021-03-30,2022 World Cup qualification,Gibraltar,0-7,Netherlands,Gibraltar
2021-06-02,Friendly,Netherlands,2-2,Scotland,"Algarve, Portugal"
2021-06-06,Friendly,Netherlands,3-0,Georgia,"Enschede, Netherlands"
2021-06-13,UEFA Euro 2020 Group C,Netherlands,3-2,Ukraine,"Amsterdam, Netherlands"
2021-06-17,UEFA Euro 2020 Group C,Netherlands,2-0,Austria,"Amsterdam, Netherlands"
2021-06-21,UEFA Euro 2020 Group C,North Macedonia,0-3,Netherlands,"Amsterdam, Netherlands"
2021-09-01,2022 World Cup qualification,Norway,1-1,Netherlands,"Oslo, Norway"
2021-09-04,2022 World Cup qualification,Netherlands,4-0,Montenegro,"Eindhoven, Netherlands"
2021-10-08,2022 World Cup qualification,Latvia,0-1,Netherlands,"Riga, Latvia"
2021-10-11,2022 World Cup qualification,Netherlands,6-0,Gibraltar,"Rotterdam, Netherlands"
2021-11-13,2022 World Cup qualification,Montenegro,2-2,Netherlands,"Podgorica, Montenegro"
2021-11-16,2022 World Cup qualification,Netherlands,2-0,Norway,"Rotterdam, Netherlands"
2022-03-26,Friendly,Netherlands,4-2,Denmark,"Amsterdam, Netherlands"
2022-06-03,2022–23 UEFA Nations League group stage,Belgium,1-4,Netherlands,"Brussels, Belgium"
2022-06-08,2022–23 UEFA Nations League group stage,Wales,1-2,Netherlands,"Cardiff, Wales"
2022-06-11,2022–23 UEFA Nations League group stage,Netherlands,2-2,Poland,"Rotterdam, Netherlands"
2022-06-14,2022–23 UEFA Nations League group stage,Netherlands,3-2,Wales,"Rotterdam, Netherlands"
2022-09-22,2022–23 UEFA Nations League group stage,Poland,0-2,Netherlands,"Warsaw, Poland"
2022-09-25,2022–23 UEFA Nations League group stage,Netherlands,1-0,Belgium,"Amsterdam, Netherlands"
2022-11-21,2022 World Cup Group A,Senegal,0-2,Netherlands,"Doha, Qatar"
2022-11-25,2022 World Cup Group A,Netherlands,1-1,Ecuador,"Al Rayyan, Qatar"
2022-11-29,2022 World Cup Group A,Netherlands,2-0,Qatar,"Al Khor, Qatar"
2022-12-09,2022 World Cup Quarter-final,Netherlands,2-2,Argentina,"Lusail, Qatar"
2023-03-24,UEFA Euro 2024 qualifying,France,4-0,Netherlands,"Saint-Denis, France"
2023-03-27,UEFA Euro 2024 qualifying,Netherlands,3-0,Gibraltar,"Rotterdam, Netherlands"
2023-06-14,2023 UEFA Nations League Semi-final,Netherlands,2-4,Croatia,"Rotterdam, Netherlands"
2023-06-18,2023 UEFA Nations League 3rd,Netherlands,2-3,Italy,"Enschede, Netherlands"
2023-09-07,UEFA Euro 2024 qualifying,Netherlands,3-0,Greece,"Eindhoven, Netherlands"
2023-09-10,UEFA Euro 2024 qualifying,Republic of Ireland,1-2,Netherlands,"Dublin, Ireland"
2023-10-13,UEFA Euro 2024 qualifying,Netherlands,1-2,France,"Amsterdam, Netherlands"
2023-10-16,UEFA Euro 2024 qualifying,Greece,0-1,Netherlands,"Athens, Greece"
2023-11-18,UEFA Euro 2024 qualifying,Netherlands,1-0,Republic of Ireland,"Amsterdam, Netherlands"
2023-11-21,UEFA Euro 2024 qualifying,Gibraltar,0-6,Netherlands,"Faro / Loulé, Portugal"
2024-06-10,Friendly,Netherlands,4-0,Iceland,"Rotterdam, Netherlands"
2024-06-16,UEFA Euro 2024 Group D,Poland,1-2,Netherlands,"Hamburg, Germany"
2024-06-21,UEFA Euro 2024 Group D,Netherlands,0-0,France,"Leipzig, Germany"
2024-06-25,UEFA Euro 2024 Group D,Netherlands,2-3,Austria,"Berlin, Germany"
2024-07-02,UEFA Euro 2024 Round of 16,Romania,0-3,Netherlands,"Munich, Germany"
2024-07-10,UEFA Euro 2024 Semi-final,Netherlands,1-2,England,"Dortmund, Germany"
2024-10-11,2024–25 UEFA Nations League group stage,Hungary,1-1,Netherlands,"Budapest, Hungary"
2024-11-16,2024–25 UEFA Nations League group stage,Netherlands,4-0,Hungary,"Amsterdam, Netherlands"
2025-03-20,2024–25 UEFA Nations League quarter-finals,Netherlands,2-2,Spain,"Rotterdam, Netherlands"
2025-03-23,2024–25 UEFA Nations League quarter-finals,Spain,3-3,Netherlands,"Valencia, Spain"
2025-06-07,2026 World Cup qualification,Finland,0-2,Netherlands,"Helsinki, Finland"
2025-06-10,2026 World Cup qualification,Netherlands,8-0,Malta,"Groningen, Netherlands"
2025-09-04,2026 World Cup qualification,Netherlands,1-1,Poland,"Rotterdam, Netherlands"
2025-09-07,2026 World Cup qualification,Lithuania,2-3,Netherlands,"Kaunas, Lithuania"
2025-10-09,2026 World Cup qualification,Malta,0-4,Netherlands,"Ta' Qali, Malta"
2025-10-12,2026 World Cup qualification,Netherlands,4-0,Finland,"Amsterdam, Netherlands"
2025-11-14,2026 World Cup qualification,Poland,1-1,Netherlands,"Warsaw, Poland"
2025-11-17,2026 World Cup qualification,Netherlands,4-0,Lithuania,"Amsterdam, Netherlands"
2026-03-27,Friendly,Netherlands,2-1,Norway,"Amsterdam, Netherlands"
2020-01-09,Friendly,Sweden,1-0,Moldova,"Doha, Qatar"
2020-01-12,Friendly,Sweden,1-0,Kosovo,"Doha, Qatar"
2020-09-05,Nations League,Sweden,0-1,France,"Solna, Sweden"
2020-09-08,Nations League,Sweden,0-2,Portugal,"Solna, Sweden"
2020-10-08,Friendly,Russia,1-2,Sweden,"Moscow, Russia"
2020-10-11,Nations League,Croatia,2-1,Sweden,"Zagreb, Croatia"
2020-10-14,Nations League,Portugal,3-0,Sweden,"Lisbon, Portugal"
2020-11-11,Friendly,Denmark,2-0,Sweden,"Brøndby, Denmark"
2020-11-14,Nations League,Sweden,2-1,Croatia,"Solna, Sweden"
2020-11-17,Nations League,France,4-2,Sweden,"Saint-Denis, France"
2021-03-25,2022 World Cup qualification,Sweden,1-0,Georgia,"Solna, Sweden"
2021-03-28,2022 World Cup qualification,Kosovo,0-3,Sweden,"Pristina, Kosovo"
2021-03-31,Friendly,Sweden,1-0,Estonia,"Solna, Sweden"
2021-05-29,Friendly,Sweden,2-0,Finland,"Solna, Sweden"
2021-06-05,Friendly,Sweden,3-1,Armenia,"Solna, Sweden"
2021-06-14,Euro 2020 Group E,Spain,0-0,Sweden,"Seville, Spain"
2021-06-18,Euro 2020 Group E,Sweden,1-0,Slovakia,"Saint Petersburg, Russia"
2021-06-23,Euro 2020 Group E,Sweden,3-2,Poland,"Saint Petersburg, Russia"
2021-06-29,Euro 2020 R16,Sweden,1-2,Ukraine,"Glasgow, Scotland"
2021-09-02,2022 World Cup qualification,Sweden,2-1,Spain,"Solna, Sweden"
2021-09-05,Friendly,Sweden,2-1,Uzbekistan,"Solna, Sweden"
2021-09-08,2022 World Cup qualification,Greece,2-1,Sweden,"Athens, Greece"
2021-10-09,2022 World Cup qualification,Sweden,3-0,Kosovo,"Solna, Sweden"
2021-10-12,2022 World Cup qualification,Sweden,2-0,Greece,"Solna, Sweden"
2021-11-11,2022 World Cup qualification,Georgia,2-0,Sweden,"Batumi, Georgia"
2021-11-14,2022 World Cup qualification,Spain,1-0,Sweden,"Seville, Spain"
2022-03-29,2022 World Cup qualification,Poland,2-0,Sweden,"Chorzów, Poland"
2022-06-02,Nations League,Slovenia,0-2,Sweden,"Ljubljana, Slovenia"
2022-06-05,Nations League,Sweden,1-2,Norway,"Solna, Sweden"
2022-06-09,Nations League,Sweden,0-1,Serbia,"Solna, Sweden"
2022-06-12,Nations League,Norway,3-2,Sweden,"Oslo, Norway"
2022-09-24,Nations League,Serbia,4-1,Sweden,"Belgrade, Serbia"
2022-09-27,Nations League,Sweden,1-1,Slovenia,"Solna, Sweden"
2022-11-19,Friendly,Sweden,2-0,Algeria,"Malmö, Sweden"
2023-01-09,Friendly,Sweden,2-0,Finland,"Faro / Loulé, Portugal"
2023-01-12,Friendly,Sweden,2-1,Iceland,"Faro / Loulé, Portugal"
2023-03-24,Euro 2024 qualifying,Sweden,0-3,Belgium,"Solna, Sweden"
2023-03-27,Euro 2024 qualifying,Sweden,5-0,Azerbaijan,"Solna, Sweden"
2023-06-16,Friendly,Sweden,4-1,New Zealand,"Solna, Sweden"
2023-06-20,Euro 2024 qualifying,Austria,2-0,Sweden,"Vienna, Austria"
2023-09-09,Euro 2024 qualifying,Estonia,0-5,Sweden,"Tallinn, Estonia"
2023-09-12,Euro 2024 qualifying,Sweden,1-3,Austria,"Solna, Sweden"
2023-10-12,Friendly,Sweden,3-1,Moldova,"Solna, Sweden"
2023-10-16,Euro 2024 qualifying,Belgium,1-1,Sweden,"Brussels, Belgium"
2023-11-16,Euro 2024 qualifying,Azerbaijan,3-0,Sweden,"Baku, Azerbaijan"
2023-11-19,Euro 2024 qualifying,Sweden,2-0,Estonia,"Solna, Sweden"
2024-01-12,Friendly,Sweden,2-1,Estonia,"Paphos, Cyprus"
2024-03-21,Friendly,Portugal,5-2,Sweden,"Guimarães, Portugal"
2024-03-25,Friendly,Sweden,1-0,Albania,"Solna, Sweden"
2024-06-05,Friendly,Denmark,2-1,Sweden,"Copenhagen, Denmark"
2024-06-08,Friendly,Sweden,0-3,Serbia,"Solna, Sweden"
2024-09-05,Nations League,Azerbaijan,1-3,Sweden,"Baku, Azerbaijan"
2024-09-08,Nations League,Sweden,3-0,Estonia,"Solna, Sweden"
2024-10-11,Nations League,Slovakia,2-2,Sweden,"Bratislava, Slovakia"
2024-10-14,Nations League,Estonia,0-3,Sweden,"Tallinn, Estonia"
2024-11-16,Nations League,Sweden,2-1,Slovakia,"Solna, Sweden"
2024-11-19,Nations League,Sweden,6-0,Azerbaijan,"Solna, Sweden"
2025-03-22,Friendly,Luxembourg,1-0,Sweden,"Luxembourg City, Luxembourg"
2025-03-25,Friendly,Sweden,5-1,Northern Ireland,"Solna, Sweden"
2025-06-06,Friendly,Hungary,0-2,Sweden,"Budapest, Hungary"
2025-06-10,Friendly,Sweden,4-3,Algeria,"Solna, Sweden"
2025-09-05,2026 World Cup qualification,Slovenia,2-2,Sweden,"Ljubljana, Slovenia"
2025-09-08,2026 World Cup qualification,Kosovo,2-0,Sweden,"Pristina, Kosovo"
2025-10-13,2026 World Cup qualification,Sweden,0-1,Kosovo,"Gothenburg, Sweden"
2025-11-18,2026 World Cup qualification,Sweden,1-1,Slovenia,"Solna, Sweden"
2026-03-26,2026 World Cup qualification,Ukraine,1-3,Sweden,"Valencia, Spain"
2026-03-31,2026 World Cup qualification,Sweden,3-2,Poland,"Solna, Sweden"
2020-10-09,Friendly,Tunisia,3-0,Sudan,"Tunis, Tunisia"
2020-10-13,Friendly,Nigeria,1-1,Tunisia,"Sankt Veit an der Glan, Austria"
2020-11-13,2021 AFCON qualification,Tunisia,1-0,Tanzania,"Tunis, Tunisia"
2020-11-17,2021 AFCON qualification,Tanzania,1-1,Tunisia,"Dar es Salaam, Tanzania"
2021-03-25,2021 AFCON qualification,Libya,2-5,Tunisia,"Benghazi, Libya"
2021-03-28,2021 AFCON qualification,Tunisia,2-1,Equatorial Guinea,"Tunis, Tunisia"
2021-06-05,Friendly,Tunisia,1-0,DR Congo,"Tunis, Tunisia"
2021-06-11,Friendly,Tunisia,0-2,Algeria,"Tunis, Tunisia"
2021-06-15,Friendly,Tunisia,1-0,Mali,"Tunis, Tunisia"
2021-09-03,2022 World Cup qualification,Tunisia,3-0,Equatorial Guinea,"Tunis, Tunisia"
2021-09-07,2022 World Cup qualification,Zambia,0-2,Tunisia,"Ndola, Zambia"
2021-10-07,2022 World Cup qualification,Tunisia,3-0,Mauritania,"Tunis, Tunisia"
2021-10-10,2022 World Cup qualification,Mauritania,0-0,Tunisia,"Nouakchott, Mauritania"
2021-11-13,2022 World Cup qualification,Equatorial Guinea,1-0,Tunisia,"Malabo, Equatorial Guinea"
2021-11-16,2022 World Cup qualification,Tunisia,3-1,Zambia,"Tunis, Tunisia"
2021-11-30,2021 FIFA Arab Cup GS,Tunisia,5-1,Mauritania,"Al Rayyan, Qatar"
2021-12-03,2021 FIFA Arab Cup GS,Syria,2-0,Tunisia,"Al Khor, Qatar"
2021-12-06,2021 FIFA Arab Cup GS,Tunisia,1-0,United Arab Emirates,"Doha, Qatar"
2021-12-10,2021 FIFA Arab Cup QF,Tunisia,2-1,Oman,"Al Rayyan, Qatar"
2021-12-15,2021 FIFA Arab Cup SF,Tunisia,1-0,Egypt,"Doha, Qatar"
2021-12-18,2021 FIFA Arab Cup F,Tunisia,0-2,Algeria,"Al Khor, Qatar"
2022-01-12,2021 AFCON GS,Tunisia,0-1,Mali,"Limbe, Cameroon"
2022-01-16,2021 AFCON GS,Tunisia,4-0,Mauritania,"Limbe, Cameroon"
2022-01-20,2021 AFCON GS,Gambia,1-0,Tunisia,"Limbe, Cameroon"
2022-01-23,2021 AFCON R16,Nigeria,0-1,Tunisia,"Garoua, Cameroon"
2022-01-29,2021 AFCON QF,Burkina Faso,1-0,Tunisia,"Garoua, Cameroon"
2022-03-25,2022 FIFA World Cup qualification,Mali,0-1,Tunisia,"Bamako, Mali"
2022-03-29,2022 FIFA World Cup qualification,Tunisia,0-0,Mali,"Tunis, Tunisia"
2022-06-02,2023 AFCON qualification,Tunisia,4-0,Equatorial Guinea,"Tunis, Tunisia"
2022-06-05,2023 AFCON qualification,Botswana,0-0,Tunisia,"Francistown, Botswana"
2022-06-10,2022 Kirin Cup Soccer SF,Chile,0-2,Tunisia,"Kobe, Japan"
2022-11-16,Friendly,Iran,0-2,Tunisia,"Doha, Qatar"
2022-11-22,2022 FIFA World Cup GS,Denmark,0-0,Tunisia,"Al Rayyan, Qatar"
2022-11-30,2022 FIFA World Cup GS,Tunisia,1-0,France,"Al Rayyan, Qatar"
2023-03-24,2023 AFCON qualification,Tunisia,3-0,Libya,"Tunis, Tunisia"
2023-03-28,2023 AFCON qualification,Libya,0-1,Tunisia,"Benghazi, Libya"
2023-06-17,2023 AFCON qualification,Equatorial Guinea,1-0,Tunisia,"Malabo, Equatorial Guinea"
2023-06-20,Friendly,Algeria,1-1,Tunisia,"Annaba, Algeria"
2023-09-07,2023 AFCON qualification,Tunisia,3-0,Botswana,"Tunis, Tunisia"
2023-09-12,Friendly,Egypt,1-3,Tunisia,"Cairo, Egypt"
2023-11-17,2026 FIFA World Cup qualification,Tunisia,4-0,Sao Tome and Principe,"Tunis, Tunisia"
2023-11-21,2026 FIFA World Cup qualification,Malawi,0-1,Tunisia,"Lilongwe, Malawi"
2024-01-06,Friendly,Tunisia,0-0,Mauritania,"Tunis, Tunisia"
2024-01-10,Friendly,Tunisia,2-0,Cape Verde,"Tunis, Tunisia"
2024-01-16,2023 AFCON GS,Tunisia,0-1,Namibia,"Korhogo, Ivory Coast"
2024-01-20,2023 AFCON GS,Tunisia,1-1,Mali,"Korhogo, Ivory Coast"
2024-03-23,2024 FIFA Series SF,Tunisia,0-0,Croatia,"Cairo, Egypt"
2024-03-26,2024 FIFA Series 3rd,New Zealand,0-0,Tunisia,"Cairo, Egypt"
2024-06-05,2026 FIFA World Cup qualification,Tunisia,1-0,Equatorial Guinea,"Tunis, Tunisia"
2024-06-09,2026 FIFA World Cup qualification,Namibia,0-0,Tunisia,"Johannesburg, South Africa"
2024-09-05,2025 AFCON qualification,Tunisia,1-0,Madagascar,"Tunis, Tunisia"
2024-09-08,2025 AFCON qualification,Gambia,1-2,Tunisia,"El Jadida, Morocco"
2024-10-11,2025 AFCON qualification,Tunisia,0-1,Comoros,"Tunis, Tunisia"
2024-10-15,2025 AFCON qualification,Comoros,1-1,Tunisia,"Abidjan, Ivory Coast"
2024-11-14,2025 AFCON qualification,Madagascar,2-3,Tunisia,"Pretoria, South Africa"
2024-11-18,2025 AFCON qualification,Tunisia,0-1,Gambia,"Tunis, Tunisia"
2025-03-19,2026 FIFA World Cup qualification,Liberia,0-1,Tunisia,"Paynesville, Liberia"
2025-03-24,2026 FIFA World Cup qualification,Tunisia,2-0,Malawi,"Tunis, Tunisia"
2025-06-02,Friendly,Tunisia,2-0,Burkina Faso,"Tunis, Tunisia"
2025-09-04,2026 FIFA World Cup qualification,Tunisia,3-0,Liberia,"Tunis, Tunisia"
2025-09-08,2026 FIFA World Cup qualification,Equatorial Guinea,0-1,Tunisia,"Malabo, Equatorial Guinea"
2025-10-10,2026 FIFA World Cup qualification,Sao Tome and Principe,0-6,Tunisia,"Tunis, Tunisia"
2025-10-13,2026 FIFA World Cup qualification,Tunisia,3-0,Namibia,"Tunis, Tunisia"
2025-11-12,Friendly,Tunisia,1-1,Mauritania,"Tunis, Tunisia"
2025-11-14,Friendly,Tunisia,3-2,Jordan,"Tunis, Tunisia"
2025-12-01,2025 FIFA Arab Cup GS,Tunisia,0-1,Syria,"Al Rayyan, Qatar"
2025-12-04,2025 FIFA Arab Cup GS,Palestine,2-2,Tunisia,"Lusail, Qatar"
2025-12-07,2025 FIFA Arab Cup GS,Qatar,0-3,Tunisia,"Al Khor, Qatar"
2025-12-18,Friendly,Tunisia,2-1,Botswana,"Tabarka, Tunisia"
2025-12-23,2025 AFCON GS,Tunisia,3-1,Uganda,"Rabat, Morocco"
2025-12-27,2025 AFCON GS,Nigeria,3-2,Tunisia,"Fez, Morocco"
2025-12-30,2025 AFCON GS,Tanzania,1-1,Tunisia,"Rabat, Morocco"
2026-01-03,2025 AFCON R16,Mali,1-1,Tunisia,"Casablanca, Morocco"
2026-03-28,Friendly,Haiti,0-1,Tunisia,"Toronto, Canada"
2020-09-05,2020–21 Nations League A,Denmark,0-2,Belgium,"Copenhagen, Denmark"
2020-09-08,2020–21 Nations League A,Belgium,5-1,Iceland,"Brussels, Belgium"
2020-10-11,2020–21 Nations League A,England,2-1,Belgium,"London, England"
2020-10-14,2020–21 Nations League A,Iceland,1-2,Belgium,"Reykjavík, Iceland"
2020-11-15,2020–21 Nations League A,Belgium,2-0,England,"Leuven, Belgium"
2020-11-18,2020–21 Nations League A,Belgium,4-2,Denmark,"Leuven, Belgium"
2021-03-24,2022 World Cup Q,Belgium,3-1,Wales,"Leuven, Belgium"
2021-03-30,2022 World Cup Q,Belgium,8-0,Belarus,"Leuven, Belgium"
2021-06-03,Friendly,Belgium,1-1,Greece,"Brussels, Belgium"
2021-06-06,Friendly,Belgium,1-0,Croatia,"Brussels, Belgium"
2021-06-12,Euro 2020 GS,Belgium,3-0,Russia,"Saint Petersburg, Russia"
2021-06-17,Euro 2020 GS,Denmark,1-2,Belgium,"Copenhagen, Denmark"
2021-06-21,Euro 2020 GS,Finland,0-2,Belgium,"Saint Petersburg, Russia"
2021-06-27,Euro 2020 R16,Belgium,1-0,Portugal,"Seville, Spain"
2021-07-02,Euro 2020 QF,Belgium,1-2,Italy,"Munich, Germany"
2021-09-02,2022 World Cup Q,Estonia,2-5,Belgium,"Tallinn, Estonia"
2021-09-08,2022 World Cup Q,Belarus,0-1,Belgium,"Kazan, Russia"
2021-10-07,2021 Nations League SF,Belgium,2-3,France,"Turin, Italy"
2021-10-10,2021 Nations League 3rd,Italy,2-1,Belgium,"Turin, Italy"
2021-11-13,2022 World Cup Q,Belgium,3-1,Estonia,"Brussels, Belgium"
2021-11-16,2022 World Cup Q,Wales,1-1,Belgium,"Cardiff, Wales"
2022-03-26,Friendly,Republic of Ireland,2-2,Belgium,"Dublin, Republic of Ireland"
2022-03-29,Friendly,Belgium,3-0,Burkina Faso,"Anderlecht, Belgium"
2022-06-08,2022–23 Nations League A,Belgium,6-1,Poland,"Brussels, Belgium"
2022-06-11,2022–23 Nations League A,Wales,1-1,Belgium,"Cardiff, Wales"
2022-06-14,2022–23 Nations League A,Poland,0-1,Belgium,"Warsaw, Poland"
2022-09-22,2022–23 Nations League A,Belgium,2-1,Wales,"Brussels, Belgium"
2022-11-18,Friendly,Egypt,2-1,Belgium,"Kuwait City, Kuwait"
2022-12-01,2022 World Cup GS,Croatia,0-0,Belgium,"Al Rayyan, Qatar"
2023-06-17,Euro 2024 Q,Belgium,1-1,Austria,"Brussels, Belgium"
2023-06-20,Euro 2024 Q,Estonia,0-3,Belgium,"Tallinn, Estonia"
2023-09-09,Euro 2024 Q,Azerbaijan,0-1,Belgium,"Baku, Azerbaijan"
2023-09-12,Euro 2024 Q,Belgium,5-0,Estonia,"Brussels, Belgium"
2023-10-13,Euro 2024 Q,Austria,2-3,Belgium,"Vienna, Austria"
2023-11-15,Friendly,Belgium,1-0,Serbia,"Leuven, Belgium"
2023-11-19,Euro 2024 Q,Belgium,5-0,Azerbaijan,"Brussels, Belgium"
2024-03-23,Friendly,Republic of Ireland,0-0,Belgium,"Dublin, Ireland"
2024-03-26,Friendly,England,2-2,Belgium,"London, England"
2024-06-05,Friendly,Belgium,2-0,Montenegro,"Brussels, Belgium"
2024-06-08,Friendly,Belgium,3-0,Luxembourg,"Brussels, Belgium"
2024-06-17,Euro 2024 GS,Belgium,0-1,Slovakia,"Frankfurt, Germany"
2024-06-22,Euro 2024 GS,Belgium,2-0,Romania,"Cologne, Germany"
2024-06-26,Euro 2024 GS,Ukraine,0-0,Belgium,"Stuttgart, Germany"
2024-07-01,Euro 2024 R16,France,1-0,Belgium,"Düsseldorf, Germany"
2024-09-06,2024–25 Nations League A,Belgium,3-1,Israel,"Brussels, Belgium"
2024-09-09,2024–25 Nations League A,France,2-0,Belgium,"Lyon, France"
2024-10-10,2024–25 Nations League A,Italy,2-2,Belgium,"Rome, Italy"
2024-10-14,2024–25 Nations League A,Belgium,1-2,France,"Brussels, Belgium"
2024-11-14,2024–25 Nations League A,Belgium,0-1,Italy,"Brussels, Belgium"
2024-11-17,2024–25 Nations League A,Israel,1-0,Belgium,"Budapest, Hungary"
2025-03-20,2024–25 Nations League PO,Ukraine,3-1,Belgium,"Murcia, Spain"
2025-03-23,2024–25 Nations League PO,Belgium,3-0,Ukraine,"Genk, Belgium"
2025-06-06,2026 World Cup Q,North Macedonia,1-1,Belgium,"Skopje, North Macedonia"
2025-06-09,2026 World Cup Q,Belgium,4-3,Wales,"Brussels, Belgium"
2025-09-04,2026 World Cup Q,Liechtenstein,0-6,Belgium,"Vaduz, Liechtenstein"
2025-09-07,2026 World Cup Q,Belgium,6-0,Kazakhstan,"Anderlecht, Belgium"
2025-10-10,2026 World Cup Q,Belgium,0-0,North Macedonia,"Ghent, Belgium"
2025-10-13,2026 World Cup Q,Wales,2-4,Belgium,"Cardiff, Wales"
